id,impressions,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason
levu1g-ApYI,26,0.05,0.45,0.3,0.15,0.03,0.02,0.6,0.4,"This video seems to resonate with a younger audience, particularly those in their teens and twenties, due to its humorous and relatable take on driving experiences and casual conversations. The casual and playful banter suggests a slight male skew, as it reflects a style seen in content often targeted towards younger male viewers."
iGn60eEcr9M,26,0.05,0.15,0.2,0.25,0.2,0.15,0.4,0.6,This video likely appeals to adults and middle-aged viewers interested in traditional storytelling and folklore. The narrative style and historical setting may attract more females due to its emotional depth and character-driven plot.
Jvg-tV-OV1c,25,0.2,0.4,0.3,0.1,0.0,0.0,0.3,0.7,"This video contains content that seems to be targeted towards a younger audience, with casual and playful language. The focus on family interactions and everyday scenarios is likely to appeal more to teenagers and young adults, particularly females."
_HYE6I0RGYE,25,0.0,0.1,0.6,0.2,0.1,0.0,0.8,0.2,"This video likely appeals to young adult males due to its focus on fishing and outdoor activities, which are typically popular among this demographic. The casual and adventurous nature of the content aligns well with the interests of 20-30 year old males."
J780PPEZ1mE,25,0.0,0.0,0.1,0.3,0.4,0.2,0.5,0.5,"This video likely appeals to an audience interested in historical discussions about Rome, combining elements of art, architecture, and politics. The content is intellectually engaging, making it more appealing to mature audiences, particularly those in their 30s and 40s, with a balanced gender distribution."
_4n50KsR5_E,25,0.0,0.05,0.25,0.35,0.3,0.05,0.3,0.7,"This video is likely to resonate with an audience that values emotional depth and subtlety, which aligns with older age groups. The themes of quiet love and emotional connection might appeal more to women, who often engage with content that emphasizes feelings and relationships."
KZaMTUODQk0,24,0.0,0.05,0.1,0.35,0.3,0.2,0.6,0.4,"This video discusses complicated topics such as legal and ethical issues around parking and service claims, which are more relevant to an adult audience, particularly those in their 30s and 40s. Additionally, the subject matter may appeal slightly more to men due to the technical and transactional nature of the discussion."
SK_tc1zRRck,23,0.01,0.05,0.45,0.3,0.15,0.04,0.35,0.65,"This video features a lot of interactions and challenges around regional foods, which are popular among younger adults who enjoy food adventures. The emphasis on food tasting and cultural exploration often attracts a female audience."
_u50vOE7CRE,23,0.0,0.2,0.5,0.3,0.0,0.0,0.3,0.7,"This video focuses on travel experiences and lifestyle, which often attract a younger audience, particularly those in their 20s and 30s. The conversational and casual tone, alongside the emphasis on coffee shops and local markets, may appeal more to female viewers."
ASsIBjKoiMU,23,0.0,0.05,0.15,0.35,0.25,0.2,0.3,0.7,"This video depicts a complex family and marriage story that resonates more with mature audiences, particularly women, due to its themes of relationship dynamics and societal expectations. The emotional and social aspects of the narrative are likely to appeal to viewers in their 30s and 40s who may have experienced similar situations."
2Gxte5nN6M8,23,0.05,0.2,0.3,0.25,0.15,0.05,0.7,0.3,"This video heavily features outdoor activities and nature exploration, which tend to attract a younger and predominantly male audience. The casual and adventurous tone appeals to viewers in their 20s and 30s, who are more likely to engage in recreational outdoor activities."
sKHJh3NhFXI,23,0.0,0.05,0.15,0.3,0.3,0.2,0.6,0.4,"This video appeals to viewers interested in a rustic lifestyle and sustainable living, often attracting a middle-aged audience. Men might be slightly more dominant due to the hands-on, nature-focused themes, gaining appeal from those interested in outdoor activities and self-sufficiency."
BeBFgF-1YQk,22,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7,"This video likely appeals to viewers in their 30s, due to the casual and relatable tone of the content, which resonates with those managing work-life balance and nostalgic themes. The content's focus on eating and lifestyle topics tends to attract more female viewers, as suggested by the conversational style and focus on personal experiences."
wiRWOJ3Z9JY,21,0.1,0.6,0.2,0.05,0.03,0.02,0.5,0.5,"This video appeals to a younger audience, particularly teenagers, due to its playful and humorous theme involving popular culture elements like YouTube and selling goods. The balanced gender distribution is expected as the content seems designed for a broad, general audience appeal."
IlCnvbsWKcg,21,0.05,0.6,0.3,0.04,0.01,0.0,0.7,0.3,"This video features a casual and lively atmosphere with idol members cooking and chatting, which appeals mainly to teenagers and young adults. The content is likely to attract a younger male audience due to the presence of male idols and the informal, humorous interactions."
c9sEcgp2WEk,21,0.0,0.05,0.25,0.4,0.2,0.1,0.3,0.7,"This video likely appeals to viewers interested in home interior and lifestyle, which tends to attract more female viewers. The detailed discussion of home renovations and local living conditions suggests a primary audience of young to middle-aged adults."
YMn3bN9UNsw,21,0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4,"This video primarily discusses SIM card changes and mobile service procedures, which are likely to appeal to adults who manage phone plans, especially those with a focus on logistical and procedural details. The topic is more relevant to males, who may be more involved in technological and telecommunication aspects."
OjXk6omvL2k,21,0.6,0.3,0.05,0.03,0.01,0.01,0.2,0.8,"This video contains fantasy and magical themes with characters and plot that appeal to a younger audience, particularly children. The emotional storyline with a focus on friendship and adventure may be more attractive to young girls, explaining the female skew in viewership."
unuUjQMXpzg,21,0.0,0.3,0.5,0.15,0.05,0.0,0.6,0.4,"This video seems to appeal to younger audiences, particularly those in their teens and twenties, due to its controversial and provocative subject matter regarding cultural and national identity. It may attract more male viewers as well, given the strong emphasis on national pride and confrontation."
ePLBYNwLFUU,20,0.01,0.05,0.2,0.4,0.25,0.09,0.6,0.4,"This video is focused on introducing a local restaurant that offers affordable meals, which typically attracts a more adult audience, particularly those who are interested in dining out and culinary experiences. The content also seems to appeal slightly more to men, likely due to the focus on meat dishes and the detailed discussion about the restaurant's infrastructure and services."
Eteu3Gs2aKs,20,0.05,0.15,0.45,0.2,0.1,0.05,0.3,0.7,"This video is set in an amusement park setting, which is more likely to attract younger audiences, particularly those in their 20s who often visit such places. The conversational and casual tone, along with the activities described, suggests that it might resonate more with female viewers."
6epD2oU71pM,20,0.01,0.05,0.15,0.25,0.3,0.24,0.4,0.6,"This video is focused on traditional Korean dishes and ingredients, which may appeal more to older audiences who are interested in cooking and preserving culinary traditions. Women are slightly more likely to be interested in these topics, leading to a higher probability of female viewers."
-PsmODZ76Lk,20,0.0,0.05,0.1,0.4,0.3,0.15,0.7,0.3,"This video focuses on detailed real estate analysis in Seoul, which is likely to appeal to a mature audience interested in property investments. The content's analytical and financial nature suggests a higher interest among men, especially in their 30s and 40s, who are often more active in real estate investments."
f39weJd0BSg,20,0.1,0.4,0.3,0.1,0.05,0.05,0.5,0.5,"This video features repetitive music and simple phrases, suggesting that it appeals to a younger audience. The balanced gender distribution is assumed due to the lack of specific content targeting either gender."
2k-jfUATN0Q,19,0.0,0.2,0.3,0.25,0.15,0.1,0.4,0.6,"This video contains horror and supernatural elements that are likely to attract younger audiences, particularly in their teens and twenties. The storytelling style and mysterious narrative may appeal slightly more to females due to the emotional and psychological depth involved."
K-n0nXO3js4,20,0.05,0.75,0.15,0.03,0.01,0.01,0.6,0.4,"This video features imaginative and playful storytelling, which tends to appeal primarily to teenagers who enjoy fantasy and creativity. The casual and humorous tone, along with action elements, may slightly attract more male viewers."
HPQ-4Re1HHw,20,0.0,0.1,0.5,0.3,0.1,0.0,0.85,0.15,"This video focuses on professional sports, particularly mixed martial arts, which generally attracts a younger male audience. The content includes detailed fight analysis and athlete background, appealing more to viewers in their 20s and 30s who are interested in sports and competition."
